States,States,Jobs
51-8031,Mississippi,960
51-8091,Mississippi,730
51-8092,Mississippi,0
51-8093,Mississippi,0
51-8099,Mississippi,0
51-9011,Mississippi,600
51-9012,Mississippi,400
51-9021,Mississippi,180
51-9022,Mississippi,290
51-9023,Mississippi,950
51-9031,Mississippi,340
51-9032,Mississippi,460
51-9041,Mississippi,510
51-9051,Mississippi,380
51-9061,Mississippi,4310
51-9071,Mississippi,60
51-9081,Mississippi,210
51-9082,Mississippi,90
51-9083,Mississippi,250
51-9111,Mississippi,3060
51-9121,Mississippi,660
51-9122,Mississippi,430
51-9123,Mississippi,280
51-9141,Mississippi,0
51-9151,Mississippi,120
51-9191,Mississippi,350
51-9192,Mississippi,80
51-9193,Mississippi,480
51-9194,Mississippi,120
51-9195,Mississippi,410
51-9196,Mississippi,650
51-9197,Mississippi,0
51-9198,Mississippi,6200
51-9399,Mississippi,0
53-1011,Mississippi,0
53-1021,Mississippi,1700
53-1031,Mississippi,1890
53-2011,Mississippi,200
53-2012,Mississippi,480
53-2021,Mississippi,140
53-2022,Mississippi,0
53-2031,Mississippi,0
53-3011,Mississippi,150
53-3021,Mississippi,730
53-3022,Mississippi,5260
53-3031,Mississippi,3740
53-3032,Mississippi,22460
53-3033,Mississippi,7130
53-3041,Mississippi,890
53-4011,Mississippi,0
53-4012,Mississippi,0
53-4013,Mississippi,0
53-4021,Mississippi,0
53-4031,Mississippi,470
53-4041,Mississippi,0
53-5011,Mississippi,190
53-5021,Mississippi,850
53-5022,Mississippi,0
53-5031,Mississippi,0
53-6011,Mississippi,60
53-6021,Mississippi,380
53-6031,Mississippi,900
53-6041,Mississippi,30
53-6051,Mississippi,140
53-6061,Mississippi,0
53-7011,Mississippi,150
53-7021,Mississippi,620
53-7031,Mississippi,0
53-7032,Mississippi,550
53-7033,Mississippi,0
53-7041,Mississippi,0
53-7051,Mississippi,5650
53-7061,Mississippi,1880
53-7062,Mississippi,28530
53-7063,Mississippi,1910
53-7064,Mississippi,4400
53-7071,Mississippi,0
53-7072,Mississippi,50
53-7073,Mississippi,60
53-7081,Mississippi,1200
53-7111,Mississippi,0
53-7121,Mississippi,340
11-1011,Missouri,5180
11-1021,Missouri,41440
Nov-11,Missouri,390
Nov-21,Missouri,2590
Nov-22,Missouri,5480
Nov-31,Missouri,1020
Nov-11,Missouri,5350
Nov-21,Missouri,6090
Nov-31,Missouri,8750
Nov-51,Missouri,3370
Nov-61,Missouri,1040
Nov-71,Missouri,1820
Nov-11,Missouri,260
Nov-21,Missouri,1840
Nov-31,Missouri,390
Nov-13,Missouri,110
Nov-21,Missouri,3530
Nov-31,Missouri,580
Nov-32,Missouri,6060
Nov-33,Missouri,2430
Nov-41,Missouri,2250
Nov-51,Missouri,3870
Nov-71,Missouri,100
Nov-81,Missouri,620
Nov-11,Missouri,5860
Nov-21,Missouri,870
Nov-31,Missouri,320
Nov-41,Missouri,3550
Nov-51,Missouri,2050
Nov-61,Missouri,170
Nov-99,Missouri,5850
13-1011,Missouri,0
13-1021,Missouri,350
13-1022,Missouri,3130
13-1023,Missouri,4760
13-1031,Missouri,6950
13-1032,Missouri,260
13-1041,Missouri,4760
13-1051,Missouri,4940
13-1074,Missouri,0
13-1078,Missouri,0
13-1081,Missouri,2590
13-1111,Missouri,6510
13-1121,Missouri,1790
13-1141,Missouri,1420
13-1151,Missouri,5270
13-1161,Missouri,9980
13-1199,Missouri,14710
13-2011,Missouri,24130
13-2021,Missouri,1780
13-2031,Missouri,720
13-2041,Missouri,1330
13-2051,Missouri,3730
13-2052,Missouri,4280
13-2053,Missouri,2090
13-2061,Missouri,1790
13-2071,Missouri,600
13-2072,Missouri,7350
13-2081,Missouri,2170
13-2082,Missouri,1240
13-2099,Missouri,0
15-1111,Missouri,240
15-1121,Missouri,11330
15-1131,Missouri,7240
15-1132,Missouri,13510
15-1133,Missouri,4430
15-1141,Missouri,2360
15-1142,Missouri,8180
15-1150,Missouri,0
15-1179,Missouri,0
15-1799,Missouri,0
15-2011,Missouri,460
15-2021,Missouri,0
15-2031,Missouri,990
15-2041,Missouri,890
15-2091,Missouri,0
17-1011,Missouri,1960
17-1012,Missouri,310
17-1021,Missouri,170
17-1022,Missouri,700
17-2011,Missouri,0
17-2021,Missouri,0
17-2031,Missouri,160
17-2041,Missouri,590
17-2051,Missouri,4420
17-2061,Missouri,220
17-2071,Missouri,3530
17-2072,Missouri,1920
17-2081,Missouri,950
17-2111,Missouri,420
17-2112,Missouri,4600
17-2121,Missouri,0
17-2131,Missouri,410
17-2141,Missouri,3420
17-2151,Missouri,40
17-2161,Missouri,0
17-2171,Missouri,40
17-2199,Missouri,1260
17-3011,Missouri,2190
17-3012,Missouri,520
17-3013,Missouri,1050
17-3021,Missouri,0
17-3022,Missouri,1240
17-3023,Missouri,1720
17-3024,Missouri,0
17-3025,Missouri,300
17-3026,Missouri,1100
17-3027,Missouri,710
17-3029,Missouri,720
17-3031,Missouri,840
19-1011,Missouri,100
19-1012,Missouri,280
19-1013,Missouri,320
19-1021,Missouri,0
19-1022,Missouri,280
19-1023,Missouri,380
19-1029,Missouri,390
19-1031,Missouri,520
19-1032,Missouri,160
19-1041,Missouri,110
19-1042,Missouri,2100
19-2011,Missouri,0
19-2012,Missouri,120
19-2021,Missouri,140
19-2031,Missouri,1880
19-2032,Missouri,120
19-2041,Missouri,940
19-2042,Missouri,210
19-2043,Missouri,80
19-2099,Missouri,110
19-3011,Missouri,280
19-3022,Missouri,160
19-3031,Missouri,1540
19-3032,Missouri,50
19-3039,Missouri,190
19-3041,Missouri,0
19-3051,Missouri,280
19-3091,Missouri,130
19-3092,Missouri,40
19-3093,Missouri,80
19-3094,Missouri,0
19-3099,Missouri,200
19-4011,Missouri,450
19-4021,Missouri,1210
19-4031,Missouri,1200
19-4041,Missouri,50
19-4051,Missouri,90
19-4061,Missouri,190
19-4091,Missouri,450
19-4092,Missouri,300
19-4093,Missouri,180
19-4099,Missouri,1830
21-1011,Missouri,1810
21-1012,Missouri,6610
21-1013,Missouri,430
21-1014,Missouri,2860
21-1015,Missouri,2890
21-1021,Missouri,8070
21-1022,Missouri,4300
21-1023,Missouri,2820
21-1091,Missouri,1150
21-1092,Missouri,2350
21-1093,Missouri,3960
21-2011,Missouri,730
21-2021,Missouri,90
23-1011,Missouri,9640
23-1012,Missouri,130
23-1021,Missouri,180
23-1022,Missouri,140
23-1023,Missouri,570
23-2011,Missouri,4790
23-2091,Missouri,220
23-2093,Missouri,0
25-1000,Missouri,0
25-2011,Missouri,4870
25-2012,Missouri,1890
25-2021,Missouri,28490
25-2022,Missouri,13220
25-2023,Missouri,0
25-2031,Missouri,26800
25-2032,Missouri,1080
25-2053,Missouri,1060
25-2054,Missouri,2650
25-3011,Missouri,450
25-3021,Missouri,3670
25-3999,Missouri,0
25-4011,Missouri,110
25-4012,Missouri,150
25-4013,Missouri,880
25-4021,Missouri,2590
25-4031,Missouri,2390
25-9011,Missouri,140
25-9021,Missouri,0
25-9031,Missouri,1990
25-9041,Missouri,18310
27-1011,Missouri,870
27-1012,Missouri,0
27-1013,Missouri,170
27-1014,Missouri,360
27-1021,Missouri,500
27-1022,Missouri,130
27-1023,Missouri,1950
27-1024,Missouri,4120
27-1025,Missouri,1190
27-1026,Missouri,2390
27-1027,Missouri,210
27-2011,Missouri,1520
27-2012,Missouri,1370
27-2021,Missouri,0
27-2022,Missouri,2970
27-2023,Missouri,900
27-2031,Missouri,0
27-2032,Missouri,0
27-2041,Missouri,180
27-2042,Missouri,560
27-3011,Missouri,960
27-3012,Missouri,130
27-3021,Missouri,120
27-3022,Missouri,480
27-3031,Missouri,5040
27-3041,Missouri,950
27-3042,Missouri,1030
27-3043,Missouri,830
27-3091,Missouri,920
27-4011,Missouri,1190
27-4012,Missouri,450
27-4013,Missouri,30
27-4014,Missouri,140
27-4021,Missouri,1180
27-4031,Missouri,210
27-4032,Missouri,320
29-1011,Missouri,590
29-1021,Missouri,1680
29-1022,Missouri,0
29-1023,Missouri,0
29-1024,Missouri,0
29-1031,Missouri,1410
29-1041,Missouri,800
29-1051,Missouri,6570
29-1060,Missouri,0
29-1071,Missouri,1010
29-1081,Missouri,140
29-1111,Missouri,0
29-1122,Missouri,2490
29-1123,Missouri,4010
29-1124,Missouri,320
29-1125,Missouri,530
29-1126,Missouri,2470
29-1127,Missouri,2930
29-1131,Missouri,1580
29-1181,Missouri,200
29-1199,Missouri,180
29-2011,Missouri,3780
29-2012,Missouri,4730
29-2021,Missouri,3110
29-2031,Missouri,1080
29-2032,Missouri,1290
29-2033,Missouri,410
29-2037,Missouri,0
29-2041,Missouri,6230
29-2051,Missouri,590
29-2052,Missouri,10240
29-2053,Missouri,1440
29-2054,Missouri,820
29-2055,Missouri,1730
29-2056,Missouri,1530
29-2061,Missouri,15810
29-2071,Missouri,5120
29-2081,Missouri,1530
29-2091,Missouri,100
29-2799,Missouri,0
29-9011,Missouri,1560
29-9012,Missouri,410
29-9091,Missouri,480
29-9799,Missouri,0
31-1011,Missouri,10800
31-1013,Missouri,2180
31-2011,Missouri,970
31-2012,Missouri,0
31-2021,Missouri,1920
31-2022,Missouri,510
31-9011,Missouri,920
31-9091,Missouri,5500
31-9092,Missouri,9050
31-9093,Missouri,1220
31-9094,Missouri,1190
31-9095,Missouri,1010
31-9096,Missouri,2020
31-9799,Missouri,0
33-1011,Missouri,560
33-1012,Missouri,1810
33-1021,Missouri,970
33-2011,Missouri,6790
33-2021,Missouri,230
33-2022,Missouri,0
33-3011,Missouri,210
33-3012,Missouri,8320
33-3021,Missouri,1560
33-3031,Missouri,0
33-3041,Missouri,60
33-3051,Missouri,13420
33-3052,Missouri,0
33-9011,Missouri,210
33-9021,Missouri,240
33-9031,Missouri,280
33-9032,Missouri,17000
33-9091,Missouri,180
33-9092,Missouri,3970
35-1011,Missouri,1930
35-1012,Missouri,21530
35-2011,Missouri,9530
35-2012,Missouri,14620
35-2013,Missouri,0
35-2014,Missouri,26100
35-2015,Missouri,3240
35-2021,Missouri,14100
35-3011,Missouri,9910
35-3021,Missouri,73810
35-3022,Missouri,8220
35-3031,Missouri,50330
35-3041,Missouri,6630
35-9011,Missouri,7280
35-9021,Missouri,8810
35-9031,Missouri,7490
37-1011,Missouri,3210
37-1012,Missouri,1490
37-2011,Missouri,43190
37-2012,Missouri,18010
37-2021,Missouri,1190
37-3011,Missouri,15770
37-3012,Missouri,510
37-3013,Missouri,1380
39-1011,Missouri,440
39-1012,Missouri,130
39-1021,Missouri,3200
39-2011,Missouri,240
39-2021,Missouri,3550
39-3011,Missouri,1630
39-3012,Missouri,0
39-3021,Missouri,30
39-3031,Missouri,2680
39-3091,Missouri,6710
39-3092,Missouri,120
39-3093,Missouri,1780
39-4011,Missouri,210
39-4021,Missouri,1100
39-4831,Missouri,0
39-5011,Missouri,310
39-5012,Missouri,6240
39-5091,Missouri,0
39-5092,Missouri,580
39-5093,Missouri,0
39-5094,Missouri,470
39-6011,Missouri,550
39-6012,Missouri,640
39-7011,Missouri,920
39-7012,Missouri,0
39-9011,Missouri,12780
39-9021,Missouri,42140
39-9031,Missouri,2930
39-9032,Missouri,5470
39-9041,Missouri,1470
41-1011,Missouri,24930
41-1012,Missouri,3950
41-2011,Missouri,74790
41-2012,Missouri,200
41-2021,Missouri,4630
41-2022,Missouri,5640
41-2031,Missouri,82100
41-3011,Missouri,2730
41-3021,Missouri,8810
41-3031,Missouri,5410
41-3041,Missouri,1810
41-4011,Missouri,4630
41-4012,Missouri,24350
41-9011,Missouri,3260
41-9012,Missouri,0
41-9021,Missouri,780
41-9022,Missouri,2210
41-9031,Missouri,860
41-9041,Missouri,7680
41-9091,Missouri,240
43-1011,Missouri,23770
43-2011,Missouri,1720
43-2021,Missouri,60
43-3011,Missouri,7180
43-3021,Missouri,10040
43-3031,Missouri,30370
43-3041,Missouri,250
43-3051,Missouri,3010
43-3061,Missouri,1790
43-3071,Missouri,11670
43-4011,Missouri,1910
43-4021,Missouri,200
43-4031,Missouri,4380
43-4041,Missouri,840
43-4051,Missouri,52080
43-4061,Missouri,3820
43-4071,Missouri,3620
43-4081,Missouri,4200
43-4111,Missouri,6640
43-4121,Missouri,2370
43-4131,Missouri,6530
43-4141,Missouri,1560
43-4151,Missouri,3280
43-4161,Missouri,3050
43-4171,Missouri,14100
43-4181,Missouri,1070
43-5011,Missouri,1760
43-5021,Missouri,930
43-5031,Missouri,2500
43-5032,Missouri,4370
43-5041,Missouri,640
43-5051,Missouri,1960
43-5052,Missouri,7540
43-5053,Missouri,2890
43-5061,Missouri,4630
43-5071,Missouri,10250
43-5081,Missouri,33940
43-5111,Missouri,1690
43-6011,Missouri,10480
43-6012,Missouri,3450
43-6013,Missouri,15610
43-6014,Missouri,76060
43-9011,Missouri,1340
43-9021,Missouri,4360
43-9022,Missouri,860
43-9031,Missouri,170
43-9041,Missouri,6460
43-9051,Missouri,2310
43-9061,Missouri,46490
43-9071,Missouri,1520
43-9081,Missouri,110
43-9111,Missouri,220
45-1011,Missouri,380
45-2011,Missouri,260
45-2021,Missouri,60
45-2041,Missouri,470
45-2090,Missouri,0
45-3011,Missouri,0
45-3021,Missouri,0
45-4011,Missouri,0
45-4021,Missouri,0
45-4022,Missouri,100
45-4023,Missouri,0
47-1011,Missouri,7210
47-2011,Missouri,0
47-2021,Missouri,1600
47-2022,Missouri,300
47-2031,Missouri,12860
47-2041,Missouri,310
47-2042,Missouri,410
47-2043,Missouri,0
47-2044,Missouri,630
47-2051,Missouri,4640
47-2053,Missouri,0
47-2061,Missouri,19180
47-2071,Missouri,1040
47-2072,Missouri,0
47-2073,Missouri,6550
47-2081,Missouri,770
47-2082,Missouri,230
47-2111,Missouri,10400
47-2121,Missouri,1020
47-2131,Missouri,840
47-2132,Missouri,310
47-2141,Missouri,3820
47-2142,Missouri,80
47-2151,Missouri,470
47-2152,Missouri,6350
47-2161,Missouri,350
47-2171,Missouri,330
47-2181,Missouri,2110
47-2211,Missouri,4070
47-2221,Missouri,1330
47-3011,Missouri,530
47-3012,Missouri,990
47-3013,Missouri,810
47-3014,Missouri,40
47-3015,Missouri,660
47-3016,Missouri,0
47-4011,Missouri,1730
47-4021,Missouri,430
47-4031,Missouri,270
47-4041,Missouri,330
47-4051,Missouri,5510
47-4061,Missouri,240
47-4071,Missouri,770
47-4091,Missouri,0
47-4799,Missouri,0
47-5011,Missouri,0
47-5012,Missouri,0
47-5013,Missouri,0
47-5021,Missouri,250
47-5031,Missouri,0
47-5041,Missouri,420
47-5042,Missouri,180
47-5051,Missouri,200
47-5061,Missouri,0
47-5071,Missouri,0
47-5081,Missouri,270
49-1011,Missouri,9440
49-2011,Missouri,1970
49-2021,Missouri,360
49-2022,Missouri,5640
49-2091,Missouri,120
49-2092,Missouri,320
49-2093,Missouri,240
49-2094,Missouri,800
49-2095,Missouri,410
49-2096,Missouri,320
49-2097,Missouri,630
49-2098,Missouri,1530
49-3011,Missouri,1760
49-3021,Missouri,3360
49-3022,Missouri,190
49-3023,Missouri,15460
49-3031,Missouri,5120
49-3041,Missouri,1200
49-3042,Missouri,2670
49-3043,Missouri,630
49-3051,Missouri,320
49-3052,Missouri,370
49-3053,Missouri,730
49-3091,Missouri,150
49-3092,Missouri,320
49-3093,Missouri,3040
49-9011,Missouri,0
49-9012,Missouri,510
49-9021,Missouri,5520
49-9031,Missouri,760
49-9041,Missouri,4000
49-9043,Missouri,3250
49-9044,Missouri,800
49-9045,Missouri,30
49-9051,Missouri,3520
49-9052,Missouri,1920
49-9061,Missouri,0
49-9062,Missouri,1350
49-9063,Missouri,220
49-9064,Missouri,0
49-9071,Missouri,30930
49-9091,Missouri,1070
49-9092,Missouri,80
49-9093,Missouri,0
49-9094,Missouri,230
49-9095,Missouri,150
49-9096,Missouri,50
49-9097,Missouri,190
49-9098,Missouri,840
49-9799,Missouri,0
51-1011,Missouri,12690
51-2011,Missouri,0
51-2021,Missouri,760
51-2022,Missouri,4480
51-2023,Missouri,0
51-2031,Missouri,990
51-2041,Missouri,0
51-2091,Missouri,430
51-2092,Missouri,23380
51-2093,Missouri,0
51-3011,Missouri,2880
51-3021,Missouri,2780
51-3022,Missouri,4140
51-3023,Missouri,890
51-3091,Missouri,810
51-3092,Missouri,5650
51-3093,Missouri,1410
51-4011,Missouri,4570
51-4012,Missouri,330
51-4021,Missouri,2330
51-4022,Missouri,350
51-4023,Missouri,290
51-4031,Missouri,3100
51-4032,Missouri,230
51-4033,Missouri,1890
51-4034,Missouri,610
51-4035,Missouri,450
51-4041,Missouri,6500
51-4051,Missouri,270
51-4052,Missouri,480
51-4061,Missouri,50
51-4062,Missouri,0
51-4071,Missouri,220
51-4072,Missouri,3520
51-4081,Missouri,2450
51-4111,Missouri,1880
51-4121,Missouri,8120
51-4122,Missouri,1030
51-4191,Missouri,250
51-4192,Missouri,210
51-4193,Missouri,810
51-4194,Missouri,230
51-5111,Missouri,1110
51-5112,Missouri,5600
51-5113,Missouri,1950
51-6011,Missouri,4610
51-6021,Missouri,510
51-6031,Missouri,2090
51-6041,Missouri,780
51-6042,Missouri,0
51-6051,Missouri,0
51-6052,Missouri,240
51-6061,Missouri,0
51-6062,Missouri,0
51-6063,Missouri,0
51-6064,Missouri,0
51-6091,Missouri,30
51-6092,Missouri,130
51-6093,Missouri,850
51-7011,Missouri,2460
51-7021,Missouri,100
51-7031,Missouri,0
51-7032,Missouri,0
51-7041,Missouri,1590
51-7042,Missouri,1140
51-8011,Missouri,0
51-8012,Missouri,200
51-8013,Missouri,1000
51-8021,Missouri,470
51-8031,Missouri,2660
51-8091,Missouri,840
51-8092,Missouri,220
51-8093,Missouri,280
51-8099,Missouri,70
51-9011,Missouri,2090
51-9012,Missouri,1260
51-9021,Missouri,440
51-9022,Missouri,0
51-9023,Missouri,2930
51-9031,Missouri,140
51-9032,Missouri,900
51-9041,Missouri,1460
51-9051,Missouri,440
51-9061,Missouri,9340
51-9071,Missouri,240
51-9081,Missouri,770
51-9082,Missouri,210
51-9083,Missouri,0
51-9111,Missouri,7400
51-9121,Missouri,1250
51-9122,Missouri,1360
51-9123,Missouri,810
51-9141,Missouri,330
51-9151,Missouri,800
51-9191,Missouri,280
51-9192,Missouri,340
51-9193,Missouri,590
51-9194,Missouri,280
51-9195,Missouri,1000
51-9196,Missouri,2700
51-9197,Missouri,250
51-9198,Missouri,9800
51-9399,Missouri,0
53-1011,Missouri,310
53-1021,Missouri,3430
53-1031,Missouri,3240
53-2011,Missouri,0
53-2012,Missouri,540
53-2021,Missouri,240
53-2022,Missouri,210
53-2031,Missouri,0
53-3011,Missouri,50
53-3021,Missouri,2260
53-3022,Missouri,11760
53-3031,Missouri,10640
53-3032,Missouri,42400
53-3033,Missouri,15380
53-3041,Missouri,2910
53-4011,Missouri,1420
53-4012,Missouri,0
53-4013,Missouri,0
53-4021,Missouri,1220
53-4031,Missouri,890
53-4041,Missouri,0
53-5011,Missouri,110
53-5021,Missouri,0
53-5022,Missouri,0
53-5031,Missouri,50
53-6011,Missouri,40
53-6021,Missouri,2130
53-6031,Missouri,1660
53-6041,Missouri,90
53-6051,Missouri,400
53-6061,Missouri,60
53-7011,Missouri,950
53-7021,Missouri,530
53-7031,Missouri,70
53-7032,Missouri,770
53-7033,Missouri,180
53-7041,Missouri,60
53-7051,Missouri,8070
53-7061,Missouri,8040
53-7062,Missouri,47610
53-7063,Missouri,1450
53-7064,Missouri,10150
53-7071,Missouri,0
53-7072,Missouri,80
53-7073,Missouri,0
53-7081,Missouri,1900
53-7111,Missouri,0
53-7121,Missouri,60
11-1011,Montana,600
11-1021,Montana,4490
Nov-11,Montana,30
Nov-21,Montana,130
Nov-22,Montana,190
Nov-31,Montana,140
Nov-11,Montana,320
Nov-21,Montana,460
Nov-31,Montana,640
Nov-51,Montana,100
Nov-61,Montana,40
Nov-71,Montana,140
Nov-11,Montana,0
Nov-21,Montana,190
Nov-31,Montana,0
Nov-13,Montana,0
Nov-21,Montana,570
Nov-31,Montana,160
Nov-32,Montana,750
Nov-33,Montana,310
Nov-41,Montana,250
Nov-51,Montana,350
Nov-71,Montana,0
Nov-81,Montana,280
Nov-11,Montana,1210
Nov-21,Montana,330
Nov-31,Montana,180
Nov-41,Montana,790
Nov-51,Montana,540
Nov-61,Montana,70
Nov-99,Montana,1120
13-1011,Montana,0
13-1021,Montana,60
13-1022,Montana,320
13-1023,Montana,710
13-1031,Montana,0
13-1032,Montana,30
13-1041,Montana,930
13-1051,Montana,1050
13-1074,Montana,0
13-1078,Montana,0
13-1081,Montana,140
13-1111,Montana,690
13-1121,Montana,410
13-1141,Montana,170
13-1151,Montana,650
13-1161,Montana,870
13-1199,Montana,3200
13-2011,Montana,3140
13-2021,Montana,330
13-2031,Montana,220
13-2041,Montana,130
13-2051,Montana,160
13-2052,Montana,370
13-2053,Montana,130
13-2061,Montana,90
13-2071,Montana,80
13-2072,Montana,1400
13-2081,Montana,130
13-2082,Montana,230
13-2099,Montana,280
15-1111,Montana,40
15-1121,Montana,620
15-1131,Montana,670
15-1132,Montana,660
15-1133,Montana,450
15-1141,Montana,190
15-1142,Montana,650
15-1150,Montana,0
15-1179,Montana,0
15-1799,Montana,0
15-2011,Montana,0
15-2021,Montana,0
15-2031,Montana,110
15-2041,Montana,40
15-2091,Montana,0
17-1011,Montana,430
17-1012,Montana,30
17-1021,Montana,100
17-1022,Montana,330
17-2011,Montana,40
17-2021,Montana,0
17-2031,Montana,0
17-2041,Montana,0
17-2051,Montana,1590
17-2061,Montana,0
17-2071,Montana,500
17-2072,Montana,90
17-2081,Montana,340
17-2111,Montana,100
17-2112,Montana,200
17-2121,Montana,0
17-2131,Montana,60
17-2141,Montana,370
17-2151,Montana,0
17-2161,Montana,0
17-2171,Montana,250
17-2199,Montana,200
17-3011,Montana,600
17-3012,Montana,120
17-3013,Montana,80
17-3021,Montana,0
17-3022,Montana,350
17-3023,Montana,150
17-3024,Montana,0
17-3025,Montana,50
17-3026,Montana,40
17-3027,Montana,30
17-3029,Montana,150
17-3031,Montana,240
