IndustryID,States,gdp_pi
69,Illinois,10153
70,Illinois,48700
71,Illinois,20599
72,Illinois,24123
73,Illinois,3979
74,Illinois,24104
75,Illinois,6443
76,Illinois,3205
77,Illinois,3238
78,Illinois,17660
79,Illinois,4208
80,Illinois,13452
81,Illinois,16546
82,Illinois,73772
83,Illinois,11071
84,Illinois,3432
85,Illinois,59269
86,Illinois,9692
87,Illinois,89176
88,Illinois,34771
89,Illinois,136075
90,Illinois,499410
1,Indiana,298797
2,Indiana,269968
3,Indiana,4241
4,Indiana,3881
5,Indiana,360
6,Indiana,1785
7,Indiana,52
8,Indiana,1704
9,Indiana,29
10,Indiana,5063
11,Indiana,11896
12,Indiana,85859
13,Indiana,45686
14,Indiana,611
15,Indiana,1113
16,Indiana,7192
17,Indiana,5738
18,Indiana,4846
19,Indiana,2256
20,Indiana,838
21,Indiana,14894
22,Indiana,1835
23,Indiana,1354
24,Indiana,5010
25,Indiana,40173
26,Indiana,4690
27,Indiana,174
28,Indiana,93
29,Indiana,885
30,Indiana,1181
31,Indiana,6085
32,Indiana,24077
33,Indiana,2988
34,Indiana,16007
35,Indiana,17720
36,Indiana,10078
37,Indiana,554
38,Indiana,1114
39,Indiana,233
40,Indiana,4651
41,Indiana,312
42,Indiana,120
43,Indiana,1729
44,Indiana,1365
45,Indiana,6334
46,Indiana,1904
47,Indiana,475
48,Indiana,3607
49,Indiana,348
50,Indiana,44387
51,Indiana,15033
52,Indiana,4168
53,Indiana,1195
54,Indiana,9297
55,Indiana,373
56,Indiana,29354
57,Indiana,26925
58,Indiana,2429
59,Indiana,23418
60,Indiana,11494
61,Indiana,2195
62,Indiana,2164
63,Indiana,7135
64,Indiana,3527
65,Indiana,8397
66,Indiana,7568
67,Indiana,829
68,Indiana,26082
69,Indiana,2855
70,Indiana,23227
71,Indiana,10867
72,Indiana,10850
73,Indiana,1509
74,Indiana,10401
75,Indiana,3490
76,Indiana,1484
77,Indiana,2006
78,Indiana,6911
79,Indiana,1223
80,Indiana,5688
81,Indiana,6697
82,Indiana,28829
83,Indiana,4282
84,Indiana,1349
85,Indiana,23199
86,Indiana,6025
87,Indiana,33727
88,Indiana,15141
89,Indiana,103780
90,Indiana,166188
1,Iowa,159293
2,Iowa,141062
3,Iowa,10835
4,Iowa,10311
5,Iowa,523
6,Iowa,429
7,Iowa,0
8,Iowa,425
9,Iowa,4
10,Iowa,2594
11,Iowa,6057
12,Iowa,29420
13,Iowa,16648
14,Iowa,496
15,Iowa,669
16,Iowa,758
17,Iowa,1663
18,Iowa,8171
19,Iowa,1508
20,Iowa,600
21,Iowa,1255
22,Iowa,184
23,Iowa,722
24,Iowa,622
25,Iowa,12771
26,Iowa,6132
27,Iowa,71
28,Iowa,55
29,Iowa,570
30,Iowa,475
31,Iowa,196
32,Iowa,4135
33,Iowa,1137
34,Iowa,9383
35,Iowa,9047
36,Iowa,5353
37,Iowa,66
38,Iowa,1117
39,Iowa,20
40,Iowa,2622
41,Iowa,124
42,Iowa,83
43,Iowa,581
44,Iowa,741
45,Iowa,4170
46,Iowa,1491
47,Iowa,246
48,Iowa,1887
49,Iowa,546
50,Iowa,34028
51,Iowa,17137
52,Iowa,4952
53,Iowa,555
54,Iowa,11509
55,Iowa,121
56,Iowa,16891
57,Iowa,15759
58,Iowa,1132
59,Iowa,9855
60,Iowa,4800
61,Iowa,956
62,Iowa,901
63,Iowa,2943
64,Iowa,1760
65,Iowa,3295
66,Iowa,3056
67,Iowa,239
68,Iowa,12137
69,Iowa,1369
70,Iowa,10768
71,Iowa,4564
72,Iowa,5260
73,Iowa,944
74,Iowa,4471
75,Iowa,1220
76,Iowa,360
77,Iowa,860
78,Iowa,3251
79,Iowa,964
80,Iowa,2287
81,Iowa,3282
82,Iowa,18231
83,Iowa,1806
84,Iowa,823
85,Iowa,15602
86,Iowa,11264
87,Iowa,18430
88,Iowa,7947
89,Iowa,46740
90,Iowa,94322
1,Kansas,139669
2,Kansas,119736
3,Kansas,5664
4,Kansas,5237
5,Kansas,427
6,Kansas,2293
7,Kansas,1311
8,Kansas,313
9,Kansas,669
10,Kansas,2615
11,Kansas,4702
12,Kansas,22847
13,Kansas,10994
14,Kansas,108
15,Kansas,426
16,Kansas,207
17,Kansas,1137
18,Kansas,1673
19,Kansas,1023
20,Kansas,299
21,Kansas,871
22,Kansas,4783
23,Kansas,172
24,Kansas,297
25,Kansas,11854
26,Kansas,3543
27,Kansas,59
28,Kansas,66
29,Kansas,182
30,Kansas,925
31,Kansas,4205
32,Kansas,1940
33,Kansas,934
34,Kansas,9220
35,Kansas,8952
36,Kansas,5413
37,Kansas,80
38,Kansas,1825
39,Kansas,0
40,Kansas,1561
41,Kansas,145
42,Kansas,262
43,Kansas,984
44,Kansas,556
45,Kansas,5697
46,Kansas,1101
47,Kansas,163
48,Kansas,4218
49,Kansas,215
50,Kansas,21395
51,Kansas,7438
52,Kansas,2408
53,Kansas,879
54,Kansas,3988
55,Kansas,163
56,Kansas,13957
57,Kansas,12518
58,Kansas,1439
59,Kansas,12768
60,Kansas,6490
61,Kansas,853
62,Kansas,1242
63,Kansas,4395
64,Kansas,1767
65,Kansas,4511
66,Kansas,4264
67,Kansas,247
68,Kansas,11079
69,Kansas,864
70,Kansas,10214
71,Kansas,4677
72,Kansas,4723
73,Kansas,814
74,Kansas,4001
75,Kansas,726
76,Kansas,175
77,Kansas,550
78,Kansas,3275
79,Kansas,549
80,Kansas,2726
81,Kansas,3090
82,Kansas,19934
83,Kansas,2638
84,Kansas,3327
85,Kansas,13968
86,Kansas,7957
87,Kansas,18172
88,Kansas,8028
89,Kansas,35506
90,Kansas,84230
1,Kentucky,177342
2,Kentucky,150218
3,Kentucky,2127
4,Kentucky,1715
5,Kentucky,412
6,Kentucky,5368
7,Kentucky,250
8,Kentucky,4724
9,Kentucky,394
10,Kentucky,2695
11,Kentucky,6454
12,Kentucky,33210
13,Kentucky,16895
14,Kentucky,515
15,Kentucky,700
16,Kentucky,1870
17,Kentucky,1836
18,Kentucky,1731
19,Kentucky,1072
20,Kentucky,1426
21,Kentucky,6809
22,Kentucky,406
23,Kentucky,185
24,Kentucky,344
25,Kentucky,16315
26,Kentucky,6918
27,Kentucky,120
28,Kentucky,85
29,Kentucky,1301
30,Kentucky,710
31,Kentucky,1653
32,Kentucky,4143
33,Kentucky,1384
34,Kentucky,11754
35,Kentucky,10708
36,Kentucky,8090
37,Kentucky,432
38,Kentucky,701
39,Kentucky,459
40,Kentucky,1864
41,Kentucky,163
42,Kentucky,176
43,Kentucky,3142
44,Kentucky,1153
45,Kentucky,4765
46,Kentucky,738
47,Kentucky,191
48,Kentucky,3373
49,Kentucky,463
50,Kentucky,25755
51,Kentucky,7916
52,Kentucky,3186
53,Kentucky,837
54,Kentucky,3650
55,Kentucky,243
56,Kentucky,17839
57,Kentucky,16451
58,Kentucky,1388
59,Kentucky,14092
60,Kentucky,6635
61,Kentucky,1414
62,Kentucky,1156
63,Kentucky,4066
64,Kentucky,2705
65,Kentucky,4752
66,Kentucky,4277
67,Kentucky,476
68,Kentucky,15704
69,Kentucky,1092
70,Kentucky,14612
71,Kentucky,6673
72,Kentucky,7008
73,Kentucky,931
74,Kentucky,5672
75,Kentucky,921
76,Kentucky,474
77,Kentucky,447
78,Kentucky,4751
79,Kentucky,845
80,Kentucky,3905
81,Kentucky,3825
82,Kentucky,27124
83,Kentucky,4178
84,Kentucky,4719
85,Kentucky,18227
86,Kentucky,7495
87,Kentucky,22462
88,Kentucky,10785
89,Kentucky,47158
90,Kentucky,103060
1,Louisiana,248850
2,Louisiana,221709
3,Louisiana,2163
4,Louisiana,1542
5,Louisiana,621
6,Louisiana,27323
7,Louisiana,20831
8,Louisiana,444
9,Louisiana,6048
10,Louisiana,3523
11,Louisiana,12177
12,Louisiana,57526
13,Louisiana,7687
14,Louisiana,532
15,Louisiana,527
16,Louisiana,509
17,Louisiana,2001
18,Louisiana,1683
19,Louisiana,290
20,Louisiana,149
21,Louisiana,256
22,Louisiana,1372
23,Louisiana,64
24,Louisiana,306
25,Louisiana,49839
26,Louisiana,2262
27,Louisiana,83
28,Louisiana,26
29,Louisiana,1511
30,Louisiana,202
31,Louisiana,24382
32,Louisiana,20986
33,Louisiana,386
34,Louisiana,11273
35,Louisiana,14173
36,Louisiana,9499
37,Louisiana,437
38,Louisiana,622
39,Louisiana,2188
40,Louisiana,1868
41,Louisiana,267
42,Louisiana,716
43,Louisiana,2820
44,Louisiana,580
45,Louisiana,4400
46,Louisiana,535
47,Louisiana,1121
48,Louisiana,2537
49,Louisiana,207
50,Louisiana,31290
51,Louisiana,7177
52,Louisiana,2807
53,Louisiana,600
54,Louisiana,3396
55,Louisiana,374
56,Louisiana,24113
57,Louisiana,17503
58,Louisiana,6610
59,Louisiana,18304
60,Louisiana,10249
61,Louisiana,3020
62,Louisiana,682
63,Louisiana,6547
64,Louisiana,2556
65,Louisiana,5499
66,Louisiana,4682
67,Louisiana,817
68,Louisiana,16274
69,Louisiana,1936
70,Louisiana,14338
71,Louisiana,7154
72,Louisiana,5994
73,Louisiana,1190
74,Louisiana,8873
75,Louisiana,2316
76,Louisiana,1114
77,Louisiana,1203
78,Louisiana,6557
79,Louisiana,2063
80,Louisiana,4494
81,Louisiana,4912
82,Louisiana,27140
83,Louisiana,3522
84,Louisiana,2721
85,Louisiana,20897
86,Louisiana,29486
87,Louisiana,25446
88,Louisiana,13022
89,Louisiana,99189
90,Louisiana,122520
1,Maine,52654
2,Maine,45159
3,Maine,765
4,Maine,315
5,Maine,450
6,Maine,10
7,Maine,0
8,Maine,9
9,Maine,1
10,Maine,850
11,Maine,2179
12,Maine,5386
13,Maine,2361
14,Maine,282
15,Maine,83
16,Maine,21
17,Maine,569
18,Maine,172
19,Maine,310
20,Maine,29
21,Maine,16
22,Maine,691
23,Maine,61
24,Maine,127
25,Maine,3025
26,Maine,887
27,Maine,75
28,Maine,151
29,Maine,849
30,Maine,98
31,Maine,115
32,Maine,621
33,Maine,229
34,Maine,2829
35,Maine,4442
36,Maine,1200
37,Maine,46
38,Maine,49
39,Maine,10
40,Maine,492
41,Maine,90
42,Maine,24
43,Maine,259
44,Maine,231
45,Maine,1058
46,Maine,325
47,Maine,56
48,Maine,602
49,Maine,75
50,Maine,11071
51,Maine,3001
52,Maine,1229
53,Maine,221
54,Maine,1540
55,Maine,12
56,Maine,8069
57,Maine,7495
58,Maine,574
59,Maine,4941
60,Maine,2615
61,Maine,523
62,Maine,371
63,Maine,1720
64,Maine,817
65,Maine,1509
66,Maine,1365
67,Maine,144
68,Maine,6964
69,Maine,734
70,Maine,6230
71,Maine,2113
72,Maine,3492
73,Maine,624
74,Maine,2308
75,Maine,476
76,Maine,145
77,Maine,331
78,Maine,1831
79,Maine,533
80,Maine,1298
81,Maine,1156
82,Maine,7495
83,Maine,1633
84,Maine,629
85,Maine,5233
86,Maine,775
87,Maine,7271
88,Maine,2051
89,Maine,8340
90,Maine,36819
1,Maryland,330593
2,Maryland,259585
3,Maryland,1039
4,Maryland,903
5,Maryland,137
6,Maryland,278
7,Maryland,0
8,Maryland,219
9,Maryland,59
10,Maryland,6165
11,Maryland,14544
12,Maryland,18728
13,Maryland,8104
14,Maryland,137
15,Maryland,380
16,Maryland,219
17,Maryland,802
18,Maryland,728
19,Maryland,3964
20,Maryland,159
21,Maryland,151
22,Maryland,823
23,Maryland,234
24,Maryland,507
25,Maryland,10624
26,Maryland,3007
27,Maryland,158
28,Maryland,107
29,Maryland,231
30,Maryland,702
31,Maryland,425
32,Maryland,4986
33,Maryland,1009
34,Maryland,14668
35,Maryland,17676
36,Maryland,6540
37,Maryland,881
38,Maryland,296
39,Maryland,245
40,Maryland,1372
41,Maryland,772
42,Maryland,21
43,Maryland,2010
44,Maryland,943
45,Maryland,14169
46,Maryland,2185
47,Maryland,699
48,Maryland,10421
49,Maryland,863
50,Maryland,70348
51,Maryland,16162
52,Maryland,4942
53,Maryland,3617
54,Maryland,7047
55,Maryland,556
56,Maryland,54186
57,Maryland,50262
58,Maryland,3925
59,Maryland,47243
60,Maryland,33761
61,Maryland,3707
62,Maryland,9629
63,Maryland,20425
64,Maryland,3576
65,Maryland,9906
66,Maryland,9067
67,Maryland,839
68,Maryland,29280
69,Maryland,4843
70,Maryland,24437
71,Maryland,11268
72,Maryland,11204
73,Maryland,1965
74,Maryland,11036
75,Maryland,2629
76,Maryland,1420
77,Maryland,1209
78,Maryland,8407
79,Maryland,2063
80,Maryland,6343
81,Maryland,7871
82,Maryland,71007
83,Maryland,33656
84,Maryland,9130
85,Maryland,28222
86,Maryland,1317
87,Maryland,32344
88,Maryland,12706
89,Maryland,34590
90,Maryland,224996
1,Massachusetts,429841
2,Massachusetts,381334
3,Massachusetts,782
4,Massachusetts,299
5,Massachusetts,483
6,Massachusetts,154
7,Massachusetts,3
8,Massachusetts,141
9,Massachusetts,9
10,Massachusetts,5136
11,Massachusetts,13750
12,Massachusetts,44513
13,Massachusetts,30502
14,Massachusetts,142
15,Massachusetts,587
16,Massachusetts,449
17,Massachusetts,4941
18,Massachusetts,2069
19,Massachusetts,15112
20,Massachusetts,1141
21,Massachusetts,170
22,Massachusetts,1923
23,Massachusetts,309
24,Massachusetts,3659
25,Massachusetts,14011
26,Massachusetts,2343
27,Massachusetts,435
28,Massachusetts,277
29,Massachusetts,719
30,Massachusetts,1218
31,Massachusetts,267
32,Massachusetts,7306
33,Massachusetts,1447
34,Massachusetts,21376
35,Massachusetts,18335
36,Massachusetts,6900
37,Massachusetts,1178
38,Massachusetts,305
39,Massachusetts,135
40,Massachusetts,1440
41,Massachusetts,1314
42,Massachusetts,107
43,Massachusetts,1638
44,Massachusetts,784
45,Massachusetts,21844
46,Massachusetts,12665
47,Massachusetts,1045
48,Massachusetts,5598
49,Massachusetts,2536
50,Massachusetts,102774
51,Massachusetts,39359
52,Massachusetts,12454
53,Massachusetts,12204
54,Massachusetts,13401
55,Massachusetts,1300
56,Massachusetts,63415
57,Massachusetts,60629
58,Massachusetts,2786
59,Massachusetts,69722
60,Massachusetts,48025
61,Massachusetts,7367
62,Massachusetts,10981
63,Massachusetts,29677
64,Massachusetts,10100
65,Massachusetts,11597
66,Massachusetts,10403
67,Massachusetts,1194
68,Massachusetts,52516
69,Massachusetts,12244
70,Massachusetts,40272
71,Massachusetts,15840
72,Massachusetts,20571
73,Massachusetts,3861
74,Massachusetts,15288
75,Massachusetts,3950
76,Massachusetts,2378
77,Massachusetts,1571
78,Massachusetts,11338
79,Massachusetts,3030
80,Massachusetts,8308
81,Massachusetts,8242
82,Massachusetts,48507
83,Massachusetts,8138
84,Massachusetts,7448
85,Massachusetts,32920
86,Massachusetts,936
87,Massachusetts,39711
88,Massachusetts,12036
89,Massachusetts,59200
90,Massachusetts,322134
1,Michigan,414055
2,Michigan,365455
3,Michigan,3483
4,Michigan,2965
5,Michigan,518
6,Michigan,1393
7,Michigan,96
8,Michigan,1059
9,Michigan,238
10,Michigan,7804
11,Michigan,13040
12,Michigan,80333
13,Michigan,61477
14,Michigan,518
15,Michigan,1241
16,Michigan,3638
17,Michigan,7007
18,Michigan,6188
19,Michigan,1642
20,Michigan,1899
21,Michigan,33989
22,Michigan,572
23,Michigan,2486
24,Michigan,2295
25,Michigan,18856
26,Michigan,5978
27,Michigan,187
28,Michigan,144
29,Michigan,1268
30,Michigan,1054
31,Michigan,1319
32,Michigan,5470
33,Michigan,3435
34,Michigan,27295
35,Michigan,26884
36,Michigan,10448
37,Michigan,2229
38,Michigan,390
39,Michigan,124
40,Michigan,3693
41,Michigan,376
42,Michigan,386
43,Michigan,1997
44,Michigan,1252
45,Michigan,10741
46,Michigan,3810
47,Michigan,971
48,Michigan,5304
49,Michigan,656
50,Michigan,69123
51,Michigan,22048
52,Michigan,6847
53,Michigan,1912
54,Michigan,11619
55,Michigan,1670
56,Michigan,47075
57,Michigan,42919
58,Michigan,4156
59,Michigan,52794
60,Michigan,29526
61,Michigan,4178
62,Michigan,4895
63,Michigan,20452
64,Michigan,8302
65,Michigan,14965
66,Michigan,13863
67,Michigan,1102
68,Michigan,38591
69,Michigan,3214
70,Michigan,35377
71,Michigan,15669
72,Michigan,17599
73,Michigan,2110
74,Michigan,13794
75,Michigan,3142
76,Michigan,1670
77,Michigan,1472
78,Michigan,10652
79,Michigan,2780
80,Michigan,7872
81,Michigan,9734
82,Michigan,48600
83,Michigan,6931
84,Michigan,1689
85,Michigan,39980
86,Michigan,4876
87,Michigan,54179
88,Michigan,18251
89,Michigan,98248
90,Michigan,267207
1,Mideast,2943644
2,Mideast,2549059
3,Mideast,8550
4,Mideast,7220
5,Mideast,1330
6,Mideast,13871
7,Mideast,3554
8,Mideast,6328
9,Mideast,3990
10,Mideast,45602
11,Mideast,95436
12,Mideast,208823
13,Mideast,93070
14,Mideast,1736
15,Mideast,5096
16,Mideast,9028
17,Mideast,14736
18,Mideast,12574
19,Mideast,22087
20,Mideast,5579
21,Mideast,3162
22,Mideast,6322
23,Mideast,2456
24,Mideast,10293
25,Mideast,115753
26,Mideast,26749
27,Mideast,1580
28,Mideast,2302
29,Mideast,6994
30,Mideast,6343
31,Mideast,7150
32,Mideast,55377
33,Mideast,9259
34,Mideast,166759
35,Mideast,148581
36,Mideast,66067
37,Mideast,10974
38,Mideast,2392
39,Mideast,1781
40,Mideast,14518
41,Mideast,10706
42,Mideast,1250
43,Mideast,15593
44,Mideast,8853
45,Mideast,172268
46,Mideast,38042
47,Mideast,25211
48,Mideast,96585
49,Mideast,12430
50,Mideast,770172
51,Mideast,345594
52,Mideast,139535
53,Mideast,101288
54,Mideast,95116
55,Mideast,9655
56,Mideast,424578
57,Mideast,397275
58,Mideast,27303
59,Mideast,406064
60,Mideast,257354
61,Mideast,65827
62,Mideast,44343
63,Mideast,147184
64,Mideast,68536
65,Mideast,80174
66,Mideast,73324
67,Mideast,6850
68,Mideast,275548
69,Mideast,51838
70,Mideast,223709
71,Mideast,95945
72,Mideast,105574
73,Mideast,22190
74,Mideast,104538
75,Mideast,32279
76,Mideast,20496
77,Mideast,11783
78,Mideast,72259
79,Mideast,21655
80,Mideast,50604
81,Mideast,66779
82,Mideast,394585
83,Mideast,104539
84,Mideast,25058
85,Mideast,264987
86,Mideast,22422
87,Mideast,315340
88,Mideast,111669
89,Mideast,326681
90,Mideast,2222378
1,Minnesota,294729
2,Minnesota,264737
3,Minnesota,9210
4,Minnesota,8737
5,Minnesota,473
6,Minnesota,2392
7,Minnesota,37
8,Minnesota,2335
9,Minnesota,20
10,Minnesota,5061
11,Minnesota,11660
12,Minnesota,41631
13,Minnesota,23952
14,Minnesota,918
15,Minnesota,850
16,Minnesota,572
17,Minnesota,4079
18,Minnesota,3025
19,Minnesota,6847
20,Minnesota,1258
21,Minnesota,695
22,Minnesota,1284
23,Minnesota,675
24,Minnesota,3749
25,Minnesota,17678
26,Minnesota,4652
27,Minnesota,142
28,Minnesota,100
29,Minnesota,1577
30,Minnesota,1898
31,Minnesota,5487
32,Minnesota,2419
33,Minnesota,1403
34,Minnesota,20452
35,Minnesota,15768
36,Minnesota,8157
37,Minnesota,2004
38,Minnesota,911
39,Minnesota,89
40,Minnesota,2442
41,Minnesota,606
42,Minnesota,93
43,Minnesota,1427
44,Minnesota,585
45,Minnesota,10701
46,Minnesota,4159
47,Minnesota,405
48,Minnesota,5022
49,Minnesota,1115
50,Minnesota,58936
51,Minnesota,22252
52,Minnesota,7765
53,Minnesota,3339
54,Minnesota,10774
55,Minnesota,374
56,Minnesota,36684
57,Minnesota,33331
58,Minnesota,3354
59,Minnesota,35773
60,Minnesota,17265
61,Minnesota,3369
62,Minnesota,4052
63,Minnesota,9845
64,Minnesota,11359
65,Minnesota,7149
66,Minnesota,6523
67,Minnesota,626
68,Minnesota,29293
69,Minnesota,2939
70,Minnesota,26354
71,Minnesota,12067
72,Minnesota,11924
73,Minnesota,2363
74,Minnesota,9600
75,Minnesota,2819
76,Minnesota,1570
77,Minnesota,1249
78,Minnesota,6781
79,Minnesota,1615
80,Minnesota,5166
81,Minnesota,6102
82,Minnesota,29991
83,Minnesota,3467
84,Minnesota,1575
85,Minnesota,24949
86,Minnesota,11602
87,Minnesota,36220
88,Minnesota,13218
89,Minnesota,64893
90,Minnesota,199844
1,Mississippi,101642
2,Mississippi,84094
3,Mississippi,2490
4,Mississippi,1888
5,Mississippi,602
6,Mississippi,2151
7,Mississippi,1329
8,Mississippi,410
9,Mississippi,412
10,Mississippi,2893
11,Mississippi,5096
12,Mississippi,16478
13,Mississippi,7808
14,Mississippi,622
15,Mississippi,272
16,Mississippi,537
17,Mississippi,738
18,Mississippi,1484
19,Mississippi,240
20,Mississippi,671
21,Mississippi,1143
22,Mississippi,1004
23,Mississippi,844
24,Mississippi,254
25,Mississippi,8670
26,Mississippi,1280
27,Mississippi,307
28,Mississippi,53
29,Mississippi,681
30,Mississippi,152
31,Mississippi,3671
32,Mississippi,1721
33,Mississippi,804
34,Mississippi,4908
35,Mississippi,7990
36,Mississippi,3467
37,Mississippi,42
38,Mississippi,279
39,Mississippi,181
40,Mississippi,1484
41,Mississippi,81
42,Mississippi,205
43,Mississippi,664
44,Mississippi,530
45,Mississippi,2038
46,Mississippi,304
47,Mississippi,75
48,Mississippi,1566
49,Mississippi,93
50,Mississippi,14591
51,Mississippi,4311
52,Mississippi,2236
53,Mississippi,177
54,Mississippi,1408
55,Mississippi,490
56,Mississippi,10280
57,Mississippi,9144
58,Mississippi,1136
59,Mississippi,6878
60,Mississippi,3138
61,Mississippi,930
62,Mississippi,381
63,Mississippi,1827
64,Mississippi,1171
65,Mississippi,2569
66,Mississippi,2349
67,Mississippi,221
68,Mississippi,8265
69,Mississippi,782
70,Mississippi,7483
71,Mississippi,4024
72,Mississippi,2833
73,Mississippi,626
74,Mississippi,4473
75,Mississippi,716
76,Mississippi,118
77,Mississippi,598
78,Mississippi,3757
79,Mississippi,1578
80,Mississippi,2179
81,Mississippi,2375
82,Mississippi,17548
83,Mississippi,2968
84,Mississippi,2112
85,Mississippi,12469
86,Mississippi,4641
87,Mississippi,12899
88,Mississippi,6360
89,Mississippi,26215
90,Mississippi,57879
1,Missouri,265505
2,Missouri,231908
3,Missouri,3515
4,Missouri,3136
5,Missouri,380
6,Missouri,1444
7,Missouri,10
8,Missouri,1407
9,Missouri,27
10,Missouri,5023
11,Missouri,9433
12,Missouri,35151
13,Missouri,15904
14,Missouri,429
15,Missouri,717
16,Missouri,939
17,Missouri,2926
18,Missouri,2352
19,Missouri,1240
20,Missouri,1665
21,Missouri,2701
22,Missouri,1892
23,Missouri,307
24,Missouri,735
25,Missouri,19247
26,Missouri,7278
27,Missouri,126
28,Missouri,268
29,Missouri,1097
30,Missouri,1182
31,Missouri,382
32,Missouri,7583
33,Missouri,1331
34,Missouri,17083
35,Missouri,16621
36,Missouri,9057
37,Missouri,730
38,Missouri,1848
39,Missouri,105
40,Missouri,3583
41,Missouri,414
42,Missouri,64
43,Missouri,1501
44,Missouri,812
45,Missouri,12536
46,Missouri,2411
47,Missouri,445
48,Missouri,7810
49,Missouri,1870
50,Missouri,47806
51,Missouri,19215
52,Missouri,9382
53,Missouri,2635
54,Missouri,7120
55,Missouri,78
56,Missouri,28591
57,Missouri,25354
58,Missouri,3237
59,Missouri,31587
60,Missouri,15893
61,Missouri,3676
62,Missouri,3460
63,Missouri,8757
64,Missouri,7974
65,Missouri,7720
66,Missouri,7210
67,Missouri,510
68,Missouri,25788
69,Missouri,3234
70,Missouri,22554
71,Missouri,9331
72,Missouri,11360
73,Missouri,1864
74,Missouri,10566
75,Missouri,3545
76,Missouri,1995
77,Missouri,1550
78,Missouri,7020
79,Missouri,1506
80,Missouri,5515
81,Missouri,6297
82,Missouri,33596
83,Missouri,6617
84,Missouri,2618
85,Missouri,24361
86,Missouri,4959
87,Missouri,33704
88,Missouri,14080
89,Missouri,49544
90,Missouri,182365
1,Montana,41499
2,Montana,35032
3,Montana,1885
4,Montana,1640
5,Montana,245
6,Montana,2440
7,Montana,490
8,Montana,1456
9,Montana,494
10,Montana,923
11,Montana,2163
12,Montana,2942
13,Montana,763
14,Montana,185
15,Montana,118
16,Montana,24
17,Montana,138
18,Montana,93
19,Montana,47
20,Montana,11
21,Montana,16
22,Montana,8
23,Montana,25
24,Montana,99
25,Montana,2179
26,Montana,220
27,Montana,7
28,Montana,8
29,Montana,3
30,Montana,53
31,Montana,1758
32,Montana,105
33,Montana,26
34,Montana,2210
35,Montana,2647
36,Montana,2043
37,Montana,94
38,Montana,949
39,Montana,1
40,Montana,557
41,Montana,57
42,Montana,108
43,Montana,262
44,Montana,15
45,Montana,932
46,Montana,179
47,Montana,83
48,Montana,616
49,Montana,54
50,Montana,7173
51,Montana,1806
52,Montana,1012
53,Montana,164
54,Montana,604
55,Montana,27
56,Montana,5367
57,Montana,4952
58,Montana,415
59,Montana,3079
60,Montana,1912
61,Montana,346
62,Montana,381
63,Montana,1184
64,Montana,205
65,Montana,963
66,Montana,871
67,Montana,92
68,Montana,3809
69,Montana,177
70,Montana,3632
71,Montana,1460
72,Montana,1907
73,Montana,264
74,Montana,1874
75,Montana,492
76,Montana,94
77,Montana,398
78,Montana,1382
79,Montana,512
80,Montana,870
81,Montana,911
82,Montana,6467
83,Montana,1504
84,Montana,514
85,Montana,4449
86,Montana,4325
87,Montana,4857
88,Montana,2966
89,Montana,9431
90,Montana,25602
1,Nebraska,102617
2,Nebraska,89253
3,Nebraska,7765
4,Nebraska,7442
5,Nebraska,322
6,Nebraska,398
7,Nebraska,65
8,Nebraska,316
9,Nebraska,17
10,Nebraska,1977
11,Nebraska,4183
12,Nebraska,13166
13,Nebraska,5698
14,Nebraska,98
15,Nebraska,191
16,Nebraska,202
17,Nebraska,732
18,Nebraska,1807
19,Nebraska,375
20,Nebraska,165
21,Nebraska,642
22,Nebraska,150
23,Nebraska,96
24,Nebraska,1240
25,Nebraska,7468
26,Nebraska,3458
27,Nebraska,22
28,Nebraska,35
29,Nebraska,126
30,Nebraska,249
31,Nebraska,3
32,Nebraska,3073
33,Nebraska,503
34,Nebraska,5580
35,Nebraska,5736
36,Nebraska,7901
37,Nebraska,114
38,Nebraska,4303
39,Nebraska,0
40,Nebraska,2043
41,Nebraska,83
42,Nebraska,554
43,Nebraska,536
44,Nebraska,268
45,Nebraska,2548
46,Nebraska,671
47,Nebraska,84
48,Nebraska,1116
49,Nebraska,676
50,Nebraska,17990
51,Nebraska,7983
52,Nebraska,2341
53,Nebraska,530
54,Nebraska,5039
55,Nebraska,72
56,Nebraska,10008
57,Nebraska,9360
58,Nebraska,647
59,Nebraska,9059
60,Nebraska,4660
61,Nebraska,778
62,Nebraska,1094
63,Nebraska,2788
64,Nebraska,2106
65,Nebraska,2294
66,Nebraska,2089
67,Nebraska,204
68,Nebraska,8173
69,Nebraska,819
70,Nebraska,7354
71,Nebraska,3247
72,Nebraska,3525
73,Nebraska,581
74,Nebraska,2565
75,Nebraska,540
76,Nebraska,211
77,Nebraska,329
78,Nebraska,2024
79,Nebraska,381
80,Nebraska,1643
81,Nebraska,2212
82,Nebraska,13364
83,Nebraska,1598
84,Nebraska,966
85,Nebraska,10799
86,Nebraska,8163
87,Nebraska,11316
88,Nebraska,9878
89,Nebraska,25512
90,Nebraska,63741
1,Nevada,125537
2,Nevada,110382
3,Nevada,289
4,Nevada,237
5,Nevada,51
6,Nevada,8935
7,Nevada,5
8,Nevada,8668
9,Nevada,261
10,Nevada,1802
11,Nevada,5215
12,Nevada,5886
13,Nevada,4398
14,Nevada,55
15,Nevada,280
16,Nevada,142
17,Nevada,434
18,Nevada,128
19,Nevada,386
20,Nevada,58
21,Nevada,43
22,Nevada,81
23,Nevada,55
24,Nevada,2737
25,Nevada,1488
