naics_code,busyness_count,busyness_value,annual_pay,worker_count
424420,3521,97560815,4032413,78778
42443,2158,66148587,2508117,45856
424430,2158,66148587,2508117,45856
42444,509,13485616,459742,10994
424440,509,13485616,459742,10994
42445,2145,44254741,2861960,54576
424450,2145,44254741,2861960,54576
42446,1938,14305670,820577,20564
424460,1938,14305670,820577,20564
42447,2383,50404611,1908037,42867
424470,2383,50404611,1908037,42867
42448,4859,74572362,4481458,105707
424480,4859,74572362,4481458,105707
42449,13758,286631316,13824094,277484
424490,13758,286631316,13824094,277484
4245,6291,254529608,3087939,60393
42451,4889,231414789,2612678,49603
424510,4889,231414789,2612678,49603
42452,759,7334020,120926,5285
424520,759,7334020,120926,5285
42459,643,15780799,354335,5505
424590,643,15780799,354335,5505
4246,13250,213659997,10456996,150462
42461,3365,44424711,2100985,32565
424610,3365,44424711,2100985,32565
42469,9885,169235286,8356011,117897
424690,9885,169235286,8356011,117897
4247,6682,1385511200,7130098,101963
42471,4305,872619055,4633805,73309
424710,4305,872619055,4633805,73309
42472,2377,512892145,2496293,28654
424720,2377,512892145,2496293,28654
4248,4434,136768406,10747219,188024
42481,1933,58031992,5327091,106762
424810,1933,58031992,5327091,106762
42482,2501,78736414,5420128,81262
424820,2501,78736414,5420128,81262
4249,29144,334211252,14812757,326351
42491,8548,129772153,4911324,91994
424910,8548,129772153,4911324,91994
42492,2246,23201061,1851363,42331
424920,2246,23201061,1851363,42331
42493,3482,9929205,1485776,46107
424930,3482,9929205,1485776,46107
42494,1376,115877204,2155354,48033
424940,1376,115877204,2155354,48033
42495,1911,14016616,990202,17945
424950,1911,14016616,990202,17945
42499,11581,41415013,3418738,79941
424990,11581,41415013,3418738,79941
425,43433,639470317,13595726,283242
4251,43433,639470317,13595726,283242
42511,341,3095370,78648,1216
425110,341,3095370,78648,1216
42512,43092,636374947,13517078,282026
425120,43092,636374947,13517078,282026
44,1062083,4219821871,369001350,14703529
441,116482,868805272,70165135,1709998
4411,45223,739776674,52003167,1098139
44111,21292,672549706,47524016,973745
441110,21292,672549706,47524016,973745
44112,23931,67226968,4479151,124394
441120,23931,67226968,4479151,124394
4412,14249,47294169,4698240,125938
44121,2605,14244572,1332575,31857
441210,2605,14244572,1332575,31857
44122,11644,33049597,3365665,94081
441221,5098,17880323,1867485,53728
441222,4645,10642220,1112451,30071
441229,1901,4527054,385729,10282
4413,57010,81734429,13463728,485921
44131,36710,48307998,7628781,314166
441310,36710,48307998,7628781,314166
4413104,33490,44573183,6932694,290531
4413105,3220,3734815,696087,23635
44132,20300,33426431,5834947,171755
441320,20300,33426431,5834947,171755
442,51635,89057513,11485414,424651
4421,23657,48783521,6354196,191149
44211,23657,48783521,6354196,191149
442110,23657,48783521,6354196,191149
4422,27978,40273992,5131218,233502
44221,11373,14743653,2160056,60418
442210,11373,14743653,2160056,60418
44229,16605,25530339,2971162,173084
442291,1720,972900,160761,6004
442299,14885,24557439,2810401,167080
443,46789,100846140,9956881,415669
4431,46789,100846140,9956881,415669
44311,36411,71947316,7278995,306797
443111,8305,16168378,1902325,62233
443112,28106,55778938,5376670,244564
44312,9336,26184842,2358789,99923
443120,9336,26184842,2358789,99923
44313,1042,2713982,319097,8949
443130,1042,2713982,319097,8949
444,78282,279139970,33541585,1144716
4441,60384,240354992,29619935,997558
44411,6552,D, D ,m
444110,6552,D, D ,m
44412,6986,D, D ,k
444120,6986,D, D ,k
44413,15454,20420397,3075560,133953
444130,15454,20420397,3075560,133953
44419,31392,79638296,10409928,254720
444190,31392,79638296,10409928,254720
4441901,7127,25249389,2945045,77807
4441902,24265,54388907,7464883,176913
4442,17898,38784978,3921650,147158
44421,3970,5746619,726614,23860
444210,3970,5746619,726614,23860
44422,13928,33038359,3195036,123298
444220,13928,33038359,3195036,123298
445,147579,620023564,60538990,2864650
4451,92849,559837908,55064797,2571578
44511,66343,537322180,53157832,2457196
445110,66343,537322180,53157832,2457196
44512,26506,22515728,1906965,114382
445120,26506,22515728,1906965,114382
4452,22105,17559559,2426894,140292
44521,5365,5794968,721611,35337
445210,5365,5794968,721611,35337
44522,1964,2105437,223342,10466
445220,1964,2105437,223342,10466
44523,2761,3584168,402007,20077
445230,2761,3584168,402007,20077
44529,12015,6074986,1079934,74412
445291,3276,1536363,315406,18156
445292,3215,1773905,263468,19821
445299,5524,2764718,501060,36435
4453,32625,42626097,3047299,152780
44531,32625,42626097,3047299,152780
445310,32625,42626097,3047299,152780
446,90959,270461018,30995112,1002165
4461,90959,270461018,30995112,1002165
44611,43338,229638977,23892733,715773
446110,43338,229638977,23892733,715773
44612,15370,14709297,1906148,110237
446120,15370,14709297,1906148,110237
44613,12872,9744815,1987010,74391
446130,12872,9744815,1987010,74391
44619,19379,16367929,3209221,101764
446191,9060,5809779,780365,38589
446199,10319,10558150,2428856,63175
447,114474,554256274,15572362,856538
4471,114474,554256274,15572362,856538
44711,97394,427090073,12374364,714806
447110,97394,427090073,12374364,714806
44719,17080,127166201,3197998,141732
447190,17080,127166201,3197998,141732
448,147709,233811859,28000122,1664114
4481,97721,172384550,20563937,1329707
44811,7354,8040099,1313585,51818
448110,7354,8040099,1313585,51818
44812,36344,40983371,5465589,358578
448120,36344,40983371,5465589,358578
44813,6962,9368471,1004965,82883
448130,6962,9368471,1004965,82883
44814,27770,92135969,9979870,672133
448140,27770,92135969,9979870,672133
44815,8259,9031202,1031271,57916
448150,8259,9031202,1031271,57916
44819,11032,12825438,1768657,106379
448190,11032,12825438,1768657,106379
4482,25551,30758817,3463089,203812
44821,25551,30758817,3463089,203812
448210,25551,30758817,3463089,203812
4482101,977,815334,108631,3937
4482102,2718,2198631,329486,17460
4482103,998,750691,90677,6304
4482104,14381,15720281,1843740,101810
4482105,6477,11273880,1090555,74301
4483,24437,30668492,3973096,130595
44831,23477,28294907,3797520,125024
448310,23477,28294907,3797520,125024
44832,960,2373585,175576,5571
448320,960,2373585,175576,5571
451,48390,79400557,9381372,534773
4511,38030,64825089,7661571,420922
45111,21132,40656701,4542973,227660
451110,21132,40656701,4542973,227660
4511101,6150,22735783,2373474,124011
4511102,14982,17920918,2169499,103649
45112,8214,15887894,1877485,125234
451120,8214,15887894,1877485,125234
45113,4825,3921052,545279,39482
451130,4825,3921052,545279,39482
45114,3859,4359442,695834,28546
451140,3859,4359442,695834,28546
4512,10360,14575468,1719801,113851
45121,8323,12824385,1474460,97904
451211,7176,11869136,1331266,89933
4512111,3054,5754187,724286,46806
4512112,1856,1113113,157868,12731
4512113,2266,5001836,449112,30396
451212,1147,955249,143194,7971
45122,2037,1751083,245341,15947
451220,2037,1751083,245341,15947
452,49147,640626768,58048133,2772612
4521,8064,177312596,19399171,1047627
45211,8064,177312596,19399171,1047627
452111,3339,62961094,8650547,449216
452112,4725,114351502,10748624,598411
4529,41083,463314172,38648962,1724985
45291,5114,406309154,33279751,1394352
452910,5114,406309154,33279751,1394352
45299,35969,57005018,5369211,330633
452990,35969,57005018,5369211,330633
4529901,27207,38324944,3462996,225026
4529904,8762,18680074,1906215,105607
453,107040,97588439,14176496,713315
4531,14606,4703138,1023120,64056
45311,14606,4703138,1023120,64056
453110,14606,4703138,1023120,64056
4532,32275,31536427,4191168,241502
45321,7282,17070675,1850040,90678
453210,7282,17070675,1850040,90678
45322,24993,14465752,2341128,150824
453220,24993,14465752,2341128,150824
4533,19704,12956363,3001839,169753
45331,19704,12956363,3001839,169753
453310,19704,12956363,3001839,169753
4539,40455,48392511,5960369,238004
45391,8792,14721632,2085256,105500
453910,8792,14721632,2085256,105500
45392,5008,6554652,887419,16537
453920,5008,6554652,887419,16537
45393,2256,3806445,392667,10829
453930,2256,3806445,392667,10829
45399,24399,23309782,2595027,105138
453991,8924,8581949,576677,33233
453998,15475,14727833,2018350,71905
454,63597,385804497,27139748,600328
4541,29618,322958117,19759705,390553
45411,29618,322958117,19759705,390553
454111,23052,161314843,8611369,188906
4541111,2289,60802015,1765363,30456
4541112,20763,100512828,6846006,158450
454112,426,4251881,908855,5449
454113,6140,157391393,10239481,196198
4541131,616,13897071,1015550,24519
4541132,5475,133777530,8597296,161210
4541133,49,9716792,626635,10469
4542,4144,5886486,1069412,34476
45421,4144,5886486,1069412,34476
454210,4144,5886486,1069412,34476
4543,29835,56959894,6310631,175299
45431,9070,35476553,2991713,76080
454311,3467,21819693,1507422,34629
454312,5457,13561964,1472453,40984
454319,146,94896,11838,467
45439,20765,21483341,3318918,99219
454390,20765,21483341,3318918,99219
4543901,5140,4366025,630108,19507
4543902,908,725258,92854,4398
4543903,14717,16392058,2595956,75314
48,213809,730541303,183840920,4305464
481,4979,181272565,26235674,444575
4811,2624,163848732,23532876,408185
48111,2624,163848732,23532876,408185
481111,2231,157177234,22802763,398335
481112,393,6671498,730113,9850
4812,2355,17423833,2702798,36390
48121,2355,17423833,2702798,36390
481211,1624,11451468,2072321,27910
481212,156,4173316,224687,2776
481219,575,1799049,405790,5704
483,1496,41708660,4801895,67428
4831,962,33341914,3426107,46877
48311,962,33341914,3426107,46877
483111,327,9639955,816064,9149
483112,41,16324925,948286,16177
483113,480,7006467,1571686,19782
483114,114,370567,90071,1769
4832,534,8366746,1375788,20551
48321,534,8366746,1375788,20551
483211,328,8074181,1282691,18389
483212,206,292565,93097,2162
484,111899,238003186,57861069,1363102
4841,64068,153027972,38164096,896434
48411,26456,23359554,6614109,175308
484110,26456,23359554,6614109,175308
48412,37612,129668418,31549987,721126
484121,29851,92215444,18899388,470492
484122,7761,37452974,12650599,250634
4842,47831,84975214,19696973,466668
48421,7826,13651293,2963149,89697
484210,7826,13651293,2963149,89697
48422,30167,36171307,8860189,213794
484220,30167,36171307,8860189,213794
48423,9838,35152614,7873635,163177
484230,9838,35152614,7873635,163177
485,18735,28687226,11275499,495105
4851,834,3672499,2021937,47813
48511,834,3672499,2021937,47813
485111,17,D, D ,f
485112,9,D, D ,h
485113,772,2894674,1702180,42951
485119,36,314601,116889,1630
4852,507,1151483,445576,16663
48521,507,1151483,445576,16663
485210,507,1151483,445576,16663
4853,7506,6614317,1780095,75466
48531,3050,2476673,729417,33404
485310,3050,2476673,729417,33404
48532,4456,4137644,1050678,42062
485320,4456,4137644,1050678,42062
4854,4327,9443990,4206391,239563
48541,4327,9443990,4206391,239563
485410,4327,9443990,4206391,239563
4855,1388,3078003,885906,33850
48551,1388,3078003,885906,33850
485510,1388,3078003,885906,33850
4859,4173,4726934,1935594,81750
48599,4173,4726934,1935594,81750
485991,2833,3521904,1496769,61605
485999,1340,1205030,438825,20145
486,3391,36483158,5085561,47387
4861,658,6800729,1195304,11299
48611,658,6800729,1195304,11299
486110,658,6800729,1195304,11299
4862,2118,22986921,3245961,29597
48621,2118,22986921,3245961,29597
486210,2118,22986921,3245961,29597
4869,615,6695508,644296,6491
48691,580,6416864,622821,6233
486910,580,6416864,622821,6233
48699,35,278644,21475,258
486990,35,278644,21475,258
487,2573,3092261,832436,27925
4871,592,1010050,300816,10974
48711,592,1010050,300816,10974
487110,592,1010050,300816,10974
4872,1761,1579684,428790,14400
48721,1761,1579684,428790,14400
487210,1761,1579684,428790,14400
4879,220,502527,102830,2551
48799,220,502527,102830,2551
487990,220,502527,102830,2551
488,42489,103438615,28435421,617663
4881,5950,22474388,6839656,166466
48811,2221,6928099,2273285,81226
488111,247,245500,98134,1541
488119,1974,6682599,2175151,79685
48819,3729,15546289,4566371,85240
488190,3729,15546289,4566371,85240
4882,1275,4835940,1448653,32100
48821,1275,4835940,1448653,32100
488210,1275,4835940,1448653,32100
4883,2526,16486242,5049354,84746
48831,355,2359128,378398,7096
488310,355,2359128,378398,7096
48832,460,8903626,3150943,53313
488320,460,8903626,3150943,53313
48833,860,3167702,846356,12422
488330,860,3167702,846356,12422
48839,851,2055786,673657,11915
488390,851,2055786,673657,11915
4884,10860,7511269,2531589,87712
48841,8385,5108880,1626026,55587
488410,8385,5108880,1626026,55587
48849,2475,2402389,905563,32125
488490,2475,2402389,905563,32125
4885,20520,50145296,12108381,231574
48851,20520,50145296,12108381,231574
488510,20520,50145296,12108381,231574
4889,1358,1985480,457788,15065
48899,1358,1985480,457788,15065
488991,1348,1919326,441973,14629
488999,10,66154,15815,436
492,13799,69361977,21156531,529489
4921,9185,65800624,20263275,497709
49211,9185,65800624,20263275,497709
492110,9185,65800624,20263275,497709
4922,4614,3561353,893256,31780
49221,4614,3561353,893256,31780
492210,4614,3561353,893256,31780
493,14448,28493655,28156834,712790
4931,14448,28493655,28156834,712790
49311,10243,17617039,23162725,599384
493110,10243,17617039,23162725,599384
49312,1175,4097750,1729454,41823
493120,1175,4097750,1729454,41823
49313,525,737768,205501,4816
493130,525,737768,205501,4816
49319,2505,6041098,3059154,66767
493190,2505,6041098,3059154,66767
51,138341,1238463251,269069624,3321226
511,27788,272151629,80426200,876286
5111,18940,101076274,25049971,465526
51111,7663,29790426,9456066,234245
511110,7663,29790426,9456066,234245
51112,6475,29337951,7274086,107929
511120,6475,29337951,7274086,107929
51113,2663,26732066,5169743,72329
511130,2663,26732066,5169743,72329
51114,1287,10117670,2240545,33940
511140,1287,10117670,2240545,33940
51119,852,5098161,909531,17083
511191,101,3683581,542165,9736
511199,751,1414580,367366,7347
5112,8848,171075355,55376229,410760
51121,8848,171075355,55376229,410760
511210,8848,171075355,55376229,410760
512,25018,91974472,16251959,304497
5121,21264,80762375,14299150,280679
51211,13616,60223530,10614411,120803
512110,13616,60223530,10614411,120803
51212,381,1662433,233221,2843
512120,381,1662433,233221,2843
51213,4786,13544039,1426495,131254
512131,4571,13450649,1410922,129808
512132,215,93390,15573,1446
51219,2481,5332373,2025023,25779
512191,2291,4815225,1885575,23796
512199,190,517148,139448,1983
5122,3754,11212097,1952809,23818
51221,349,213966,50770,857
512210,349,213966,50770,857
51222,431,5408250,999595,7853
512220,431,5408250,999595,7853
51223,772,4176142,435536,5645
512230,772,4176142,435536,5645
51224,1680,912544,314943,6311
512240,1680,912544,314943,6311
51229,522,501195,151965,3152
512290,522,501195,151965,3152
515,9597,126722590,20332140,278168
5151,8825,63126164,14115231,222544
51511,6735,18000254,5181605,104030
515111,776,5158152,827591,11425
515112,5959,12842102,4354014,92605
51512,2090,45125910,8933626,118514
515120,2090,45125910,8933626,118514
5152,772,63596426,6216909,55624
51521,772,63596426,6216909,55624
515210,772,63596426,6216909,55624
517,50698,545593907,75895323,1134466
5171,32688,285662963,54232375,781189
51711,32688,285662963,54232375,781189
517110,32688,285662963,54232375,781189
5172,13458,225397016,17041080,293105
51721,13458,225397016,17041080,293105
517210,13458,225397016,17041080,293105
5174,535,6801675,858616,9593
51741,535,6801675,858616,9593
517410,535,6801675,858616,9593
5179,4017,27732253,3763252,50579
51791,4017,27732253,3763252,50579
517911,1857,14645478,1423530,23777
517919,2160,13086775,2339722,26802
518,14689,107994265,41126425,497300
5182,14689,107994265,41126425,497300
51821,14689,107994265,41126425,497300
518210,14689,107994265,41126425,497300
519,10551,94026388,35037577,230509
5191,10551,94026388,35037577,230509
51911,507,1958626,610254,7331
519110,507,1958626,610254,7331
51912,2346,2179631,825915,28901
519120,2346,2179631,825915,28901
51913,6936,87946171,32931565,183436
519130,6936,87946171,32931565,183436
51919,762,1941960,669843,10841
519190,762,1941960,669843,10841
52,468183,3636114357,523553280,6040880
521,56,100171340,1745082,17457
5211,56,100171340,1745082,17457
52111,56,100171340,1745082,17457
521110,56,100171340,1745082,17457
522,196147,1095191602,184194668,2815436
5221,125488,480627316,126921385,2038914
52211,97222,390155000,107493255,1646395
522110,97222,390155000,107493255,1646395
52212,9591,D, D ,m
522120,9591,D, D ,m
52213,18665,49986801,11339980,255649
522130,18665,49986801,11339980,255649
52219,10,D, D ,g
522190,10,D, D ,g
5222,41020,535960486,41470122,526719
52221,1095,81762669,4235378,67504
522210,1095,81762669,4235378,67504
52222,4337,83388640,8092436,85868
522220,4337,83388640,8092436,85868
52229,35588,370809177,29142308,373347
522291,12423,29680913,4044701,71344
522292,12572,87609051,19239615,218196
522293,173,614741,104556,793
522294,137,D, D ,j
522298,10283,D, D ,l
5223,29639,78603800,15803161,249803
52231,7627,7909362,2639924,34573
522310,7627,7909362,2639924,34573
52232,4705,56747694,9777832,128040
522320,4705,56747694,9777832,128040
52239,17307,13946744,3385405,87190
522390,17307,13946744,3385405,87190
523,95906,515453286,168427512,903558
5231,45428,236512139,79762665,425910
52311,3142,104079040,33180014,97860
523110,3142,104079040,33180014,97860
52312,40298,120382829,43678044,310652
523120,40298,120382829,43678044,310652
52313,727,6672968,1563745,7026
523130,727,6672968,1563745,7026
52314,1261,5377302,1340862,10372
523140,1261,5377302,1340862,10372
5232,29,9693795,1215602,6388
52321,29,9693795,1215602,6388
523210,29,9693795,1215602,6388
5239,50449,269247352,87449245,471260
52391,8006,18895451,6032505,38658
523910,8006,18895451,6032505,38658
52392,23559,193246038,65262982,270805
523920,23559,193246038,65262982,270805
52393,15735,32226538,11114088,101953
523930,15735,32226538,11114088,101953
52399,3149,24879325,5039670,59844
523991,2396,16693578,2878075,39014
523999,753,8185747,2161595,20830
524,176074,1925298129,169186018,2304429
5241,31784,1661469008,118079104,1448112
52411,13548,1142018510,69970154,836123
524113,8939,494705909,31563613,350207
524114,4609,647312601,38406541,485916
52412,17855,470033022,45836458,598640
524126,14603,445749327,41522999,533978
524127,2763,13919129,2713148,43250
524128,489,10364566,1600311,21412
52413,381,49417476,2272492,13349
524130,381,49417476,2272492,13349
5242,144290,263829121,51106914,856317
52421,132882,106844034,37499689,640258
524210,132882,106844034,37499689,640258
52429,11408,156985087,13607225,216059
524291,4534,6117944,2474094,36303
524292,4796,145245780,9132175,152227
524298,2078,5621363,2000956,27529
53,354106,487655249,85325956,1923770
531,295780,325338128,60945139,1402545
5311,124046,196559160,20767209,548697
53111,65701,85980113,10108008,311136
531110,65701,85980113,10108008,311136
53112,34551,96132200,8909603,170381
531120,34551,96132200,8909603,170381
53113,15081,7801906,876670,37124
531130,15081,7801906,876670,37124
53119,8713,6644941,872928,30056
531190,8713,6644941,872928,30056
5312,86095,65093540,13544301,241045
53121,86095,65093540,13544301,241045
531210,86095,65093540,13544301,241045
5313,85639,63685428,26633629,612803
53131,58120,47178251,21564145,527343
531311,40918,31504659,13889490,391712
531312,17202,15673592,7674655,135631
53132,14024,5824284,1934773,36948
531320,14024,5824284,1934773,36948
53139,13495,10682893,3134711,48512
531390,13495,10682893,3134711,48512
532,55795,129335632,21251503,485258
5321,16206,48413775,6252414,153934
53211,10482,32746718,4250897,109472
532111,9948,25032759,3734636,101415
532112,534,7713959,516261,8057
53212,5724,15667057,2001517,44462
532120,5724,15667057,2001517,44462
5322,22481,21714609,4683831,154364
53221,6993,6667452,1260521,38120
532210,6993,6667452,1260521,38120
53222,1180,455637,138656,6459
532220,1180,455637,138656,6459
53223,4734,4486485,497895,30390
532230,4734,4486485,497895,30390
53229,9574,10105035,2786759,79395
532291,3597,5416567,1397925,33935
532292,1871,815942,188221,8550
532299,4106,3872526,1200613,36910
5323,2977,2327155,588285,16951
53231,2977,2327155,588285,16951
532310,2977,2327155,588285,16951
5324,14131,56880093,9726973,160009
53241,5220,30480393,4253883,60304
532411,634,10963150,496781,4103
532412,4586,19517243,3757102,56201
53242,679,2091031,382758,5723
532420,679,2091031,382758,5723
53249,8232,24308669,5090332,93982
532490,8232,24308669,5090332,93982
533,2531,32981489,3129314,35967
5331,2531,32981489,3129314,35967
53311,2531,32981489,3129314,35967
533110,2531,32981489,3129314,35967
54,856463,1480277061,581406127,8203735
541,856463,1480277061,581406127,8203735
5411,186831,261694645,93393076,1148683
54111,173943,248884540,89454410,1065249
541110,173943,248884540,89454410,1065249
54119,12888,12810105,3938666,83434
541191,9602,9553727,2977039,62517
541199,3286,3256378,961627,20917
5412,127855,130261064,61428722,1443462
54121,127855,130261064,61428722,1443462
541211,57150,76910557,30144028,438613
541213,27049,5847892,1837555,202917
541214,5935,29306461,20880138,577295
541219,37721,18196154,8567001,224637
5413,107342,265946642,103155052,1354603
54131,20869,28128771,10310982,150030
541310,20869,28128771,10310982,150030
54132,4884,2796029,1032726,21605
541320,4884,2796029,1032726,21605
54133,58293,208124038,81185364,985389
541330,58293,208124038,81185364,985389
54134,2363,833293,345898,7430
541340,2363,833293,345898,7430
54135,5475,2004713,657811,17205
541350,5475,2004713,657811,17205
54136,760,3141222,848935,11570
541360,760,3141222,848935,11570
54137,8085,5594247,2250879,46356
541370,8085,5594247,2250879,46356
54138,6613,15324329,6522457,115018
541380,6613,15324329,6522457,115018
5414,29946,18207575,5332214,101088
54141,11449,7670819,1606252,34302
541410,11449,7670819,1606252,34302
54142,1437,1629021,742089,9665
541420,1437,1629021,742089,9665
54143,15298,7552462,2589524,49497
541430,15298,7552462,2589524,49497
54149,1762,1355273,394349,7624
541490,1762,1355273,394349,7624
5415,130408,326031285,125574738,1473241
54151,130408,326031285,125574738,1473241
541511,64314,121231992,50564757,630407
541512,47503,152706095,51716491,568576
541513,8114,34241591,14879521,176101
541519,10477,17851607,8413969,98157
5416,151627,207289073,78348389,1021271
54161,120813,170213499,65051305,828550
541611,68290,103813995,42280063,463495
541612,8217,16890369,7883970,104795
541613,30349,31853199,9508360,158771
541614,8137,13900011,4258726,83015
541618,5820,3755925,1120186,18474
54162,10221,13476737,4776859,78254
541620,10221,13476737,4776859,78254
54169,20593,23598837,8520225,114467
541690,20593,23598837,8520225,114467
5417,16992,116438675,63255647,623552
54171,15159,110720409,60909497,585737
541711,2901,16851195,10963066,80763
541712,12258,93869214,49946431,504974
54172,1833,5718266,2346150,37815
541720,1833,5718266,2346150,37815
5418,37540,87344525,28182524,447899
54181,13113,34831993,13568236,171246
541810,13113,34831993,13568236,171246
54182,7964,10134602,4391558,50370
541820,7964,10134602,4391558,50370
54183,955,6725301,1762418,20577
541830,955,6725301,1762418,20577
54184,1487,2936349,869811,11077
541840,1487,2936349,869811,11077
54185,2671,7157429,1174003,24737
541850,2671,7157429,1174003,24737
54186,2917,10200311,2295482,49933
541860,2917,10200311,2295482,49933
54187,797,2702694,637165,11109
541870,797,2702694,637165,11109
54189,7636,12655846,3483851,108850
541890,7636,12655846,3483851,108850
5419,67922,67063577,22735765,589936
54191,5543,16377634,5693069,102127
541910,5543,16377634,5693069,102127
54192,17351,5467847,1543627,67577
541921,13649,3682072,1080525,57025
541922,3702,1785775,463102,10552
54193,2344,4186526,1164558,24926
541930,2344,4186526,1164558,24926
54194,30049,29533401,10190218,321682
541940,30049,29533401,10190218,321682
54199,12635,11498169,4144293,73624
541990,12635,11498169,4144293,73624
55,53765,115513632,308764261,3082292
551,53765,115513632,308764261,3082292
5511,53765,115513632,308764261,3082292
55111,53765,115513632,308764261,3082292
551111,1946,18905193,1132190,15016
551112,6212,61179604,7264541,75750
551114,45607,35428835,300367530,2991526
56,386387,673036536,329013077,9774262
561,363188,593837306,311056595,9405895
5611,31396,43421286,20454669,383712
56111,31396,43421286,20454669,383712
561110,31396,43421286,20454669,383712
5612,5880,25442305,10696813,257123
56121,5880,25442305,10696813,257123
561210,5880,25442305,10696813,257123
5613,47719,238937256,172045324,4927823
56131,12209,16231988,8224456,199886
561311,6058,10525968,5473256,166660
561312,6151,5706020,2751200,33226
56132,31385,120088765,80913654,2892642
561320,31385,120088765,80913654,2892642
56133,4125,102616503,82907214,1835295
561330,4125,102616503,82907214,1835295
5614,33324,59694154,23315339,736892
56141,4600,3398501,1349321,44018
561410,4600,3398501,1349321,44018
56142,5253,18865517,10354593,399545
561421,1466,1946345,902735,36578
561422,3787,16919172,9451858,362967
56143,10051,8102789,2157514,71646
561431,4991,2328585,421935,21762
561439,5060,5774204,1735579,49884
56144,4654,12379387,4615566,129920
561440,4654,12379387,4615566,129920
56145,570,7061753,1909880,17535
561450,570,7061753,1909880,17535
56149,8196,9886207,2928465,74228
561491,939,633146,168246,5944
561492,3444,2116421,518938,12921
561499,3813,7136640,2241281,55363
5615,20078,34346376,10472905,229383
56151,13458,13731899,3933287,94611
561510,13458,13731899,3933287,94611
56152,2786,5372644,1022782,25721
561520,2786,5372644,1022782,25721
56159,3834,15241833,5516836,109051
561591,990,1589441,422338,9661
561599,2844,13652392,5094498,99390
5616,25892,46945077,23088085,853573
56161,15591,30277923,18113265,734250
561611,4637,4903574,1557236,41997
561612,10171,23040418,15520045,662544
561613,783,2333931,1035984,29709
56162,10301,16667154,4974820,119323
561621,6639,15030320,4476619,104517
561622,3662,1636834,498201,14806
5617,179496,107457544,41342616,1747995
56171,12929,10307386,3938931,102136
561710,12929,10307386,3938931,102136
56172,53954,36681028,17393357,969377
561720,53954,36681028,17393357,969377
56173,93058,51908304,17254573,578623
561730,93058,51908304,17254573,578623
56174,7807,3083433,1041640,39593
561740,7807,3083433,1041640,39593
56179,11748,5477393,1714115,58266
561790,11748,5477393,1714115,58266
5619,19403,37593308,9640844,269394
56191,1633,5938964,1316706,40123
561910,1633,5938964,1316706,40123
56192,4830,12023413,2834075,81252
561920,4830,12023413,2834075,81252
56199,12940,19630931,5490063,148019
561990,12940,19630931,5490063,148019
562,23199,79199230,17956482,368367
5621,10795,40297648,8637924,186676
56211,10795,40297648,8637924,186676
562111,9418,36560422,7831504,169275
562112,610,2249228,501308,9751
562119,767,1487998,305112,7650
5622,2445,14829311,3005286,50736
56221,2445,14829311,3005286,50736
562211,849,6698129,1776531,27782
562212,1275,5136031,770448,16209
562213,109,2489012,358252,4784
562219,212,506139,100055,1961
5629,9959,24072271,6313272,130955
56291,4070,14193037,4283808,78027
562910,4070,14193037,4283808,78027
56292,1442,5639304,769513,21630
562920,1442,5639304,769513,21630
56299,4447,4239930,1259951,31298
562991,3344,2626576,765714,20305
562998,1103,1613354,494237,10993
61,67960,53360305,17283363,642334
611,67960,53360305,17283363,642334
6114,8476,9890826,3265918,59987
61141,161,267208,102289,2871
611410,161,267208,102289,2871
61142,1664,1952519,594128,11542
611420,1664,1952519,594128,11542
61143,6651,7671099,2569501,45574
611430,6651,7671099,2569501,45574
6115,8201,13102762,4252757,114756
61151,8201,13102762,4252757,114756
611511,1953,1955158,613115,20880
611512,916,2456269,668674,13312
611513,1226,1270412,376209,12347
611519,4106,7420923,2594759,68217
6116,44351,18743648,6245001,384398
61161,12441,3848618,1218687,84732
611610,12441,3848618,1218687,84732
61162,14405,5200441,1625855,100507
611620,14405,5200441,1625855,100507
61163,1490,1407357,468465,22072
611630,1490,1407357,468465,22072
61169,16015,8287232,2931994,177087
611691,8801,4200580,1652768,128368
611692,2380,679449,248272,14715
611699,4834,3407203,1030954,34004
6117,6932,11623069,3519687,83193
61171,6932,11623069,3519687,83193
611710,6932,11623069,3519687,83193
62,831303,2040441203,801239522,18414757
621,582948,814094061,339715933,6474999
6211,220890,402215220,178658803,2235407
62111,220890,402215220,178658803,2235407
621111,210166,397449854,176591132,2196906
621112,10724,4765366,2067671,38501
6212,133221,104869940,39022542,882708
62121,133221,104869940,39022542,882708
621210,133221,104869940,39022542,882708
6213,140524,65782202,26754459,760313
62131,38796,11435826,3633025,131273
621310,38796,11435826,3633025,131273
62132,21561,12193911,3847252,114545
621320,21561,12193911,3847252,114545
62133,20581,7081573,3212078,103621
621330,20581,7081573,3212078,103621
62134,34251,24498263,12311759,309299
621340,34251,24498263,12311759,309299
62139,25335,10572629,3750345,101575
621391,8786,4421276,1517057,38166
621399,16549,6151353,2233288,63409
6214,34752,98371125,36608467,789127
62141,2262,2137517,798895,20720
621410,2262,2137517,798895,20720
62142,9629,14449490,7090693,209032
621420,9629,14449490,7090693,209032
62149,22861,81784118,28718879,559375
621491,548,6563751,2140400,33177
621492,5573,17382390,4585105,103885
621493,5956,21217123,5619913,122576
621498,10784,36620854,16373461,299737
6215,13506,46137917,14875417,253745
62151,13506,46137917,14875417,253745
621511,6697,29466777,9345164,160845
